international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
1,0,0,8.2,9.0,2.21,3.0,0,631.6999999999999,252.0,56.93
0,0,0,10.9,2.0,2.94,0.0,0,417.1,232.0,46.03999999999999
0,1,32,12.0,3.0,3.24,2.0,0,449.90000000000003,320.0,48.910000000000004
1,1,26,8.0,3.0,2.16,0.0,0,771.4,281.0,84.68
0,0,0,12.9,1.0,3.48,1.0,0,593.5999999999999,276.0,54.2
1,0,0,5.4,5.0,1.46,1.0,0,520.3,306.0,47.64
0,0,0,15.2,2.0,4.1,0.0,0,563.6,253.0,59.239999999999995
0,0,0,12.8,3.0,3.46,1.0,0,471.20000000000005,322.0,48.17
0,0,0,9.2,5.0,2.48,2.0,0,503.1,315.0,54.769999999999996
0,1,39,5.8,7.0,1.57,1.0,0,531.1,296.0,46.349999999999994
0,1,32,8.6,2.0,2.32,0.0,0,493.0,272.0,53.379999999999995
0,0,0,9.7,2.0,2.62,3.5,0,574.1,283.0,57.75
0,0,0,14.1,4.0,3.81,3.0,0,574.3,295.0,47.56
0,1,36,11.2,2.0,3.02,3.0,0,513.8,255.0,53.449999999999996
0,0,0,13.1,4.0,3.54,0.0,0,588.3,326.0,60.279999999999994
0,1,35,7.5,6.0,2.03,1.0,0,667.6,327.0,66.65
0,0,0,14.4,2.0,3.89,3.0,1,618.7,331.0,70.86
0,1,32,9.0,1.0,2.43,2.0,0,562.6,290.0,55.97
0,0,0,9.7,3.0,2.62,2.0,0,652.0999999999999,283.0,63.3
0,0,0,9.8,7.0,2.65,3.0,0,642.8,298.0,63.989999999999995
0,1,12,8.7,5.0,2.35,0.0,0,565.9,295.0,52.36
0,1,26,5.9,9.0,1.59,2.0,0,714.3,329.0,69.29
0,0,0,9.3,2.0,2.51,1.0,0,584.2,289.0,51.77
0,1,28,11.2,5.0,3.02,0.0,0,542.4,322.0,51.29
0,0,0,8.9,8.0,2.4,0.0,0,383.45000000000005,276.0,39.324999999999996
1,0,0,9.2,3.0,2.48,2.0,0,546.1,273.0,52.92
1,0,0,7.2,2.0,1.94,3.5,1,772.8,253.0,74.24
1,1,15,8.7,5.0,2.35,3.5,1,451.8,312.0,48.71
0,0,0,11.0,3.0,2.97,1.0,0,604.5,341.0,60.97
0,0,0,6.9,2.0,1.86,1.0,0,512.1,337.0,59.220000000000006
0,0,0,11.9,3.0,3.21,3.5,0,726.5999999999999,273.0,68.89
0,1,33,7.6,4.0,2.05,1.0,0,671.6,278.0,68.52
0,1,25,11.6,4.0,3.13,1.0,0,654.0,335.5,66.73
0,1,35,8.0,5.0,2.16,2.0,0,687.4,319.0,66.91
0,0,0,12.6,3.0,3.4,0.0,0,640.5125,234.0,48.106249999999996
0,1,39,5.1,7.0,1.38,1.0,0,652.0999999999999,297.0,60.46
1,0,0,9.5,2.0,2.57,1.0,1,654.5,319.0,69.67
0,0,0,8.5,3.0,2.3,1.0,0,571.8,319.0,57.77
0,1,25,9.7,4.0,2.62,0.0,0,520.6,341.0,48.42000000000001
0,1,25,11.3,5.0,3.05,2.0,0,453.79999999999995,289.0,49.400000000000006
0,0,0,10.2,3.0,2.75,3.0,0,602.5,333.0,59.26
1,1,35,12.8,3.0,3.46,0.0,0,650.2,310.0,59.9
0,0,0,7.9,2.0,2.13,1.0,0,614.4,285.0,69.25
0,0,0,7.9,1.0,2.13,1.0,0,622.9000000000001,293.0,59.419999999999995
0,0,0,12.6,8.0,3.4,1.0,0,585.0,346.0,56.92999999999999
0,0,0,11.8,4.0,3.19,1.0,0,620.9,301.0,63.28
0,0,0,9.5,3.0,2.57,2.0,0,572.3000000000001,316.0,48.669999999999995
0,0,0,11.3,6.0,3.05,1.0,0,571.6,318.0,59.69
0,0,0,5.9,6.0,1.59,3.0,0,456.2,319.0,46.629999999999995
0,1,31,10.7,4.0,2.89,3.5,0,555.4000000000001,250.0,55.33
0,1,28,7.6,3.0,2.05,3.0,0,716.6999999999999,317.0,72.53999999999999
0,0,0,10.9,5.0,2.94,1.0,0,589.7,305.0,57.379999999999995
0,0,0,15.7,5.0,4.24,2.0,0,534.7,278.0,50.44
0,0,0,12.6,5.0,3.4,2.0,0,532.5,307.0,48.85
0,0,0,4.9,5.0,1.32,3.0,0,612.7,301.0,64.16
0,0,0,9.3,9.0,2.51,1.0,0,467.20000000000005,303.0,50.06
0,0,0,11.4,3.0,3.08,1.0,0,337.5,269.0,34.099999999999994
0,0,0,11.4,4.0,3.08,2.0,0,529.9,295.0,54.8
0,1,33,12.3,6.0,3.32,0.0,0,495.1,323.0,52.67
0,1,37,8.9,4.0,2.4,1.0,0,596.9,275.0,55.18
0,0,0,7.5,5.0,2.03,2.0,0,552.9,252.0,45.79
0,0,0,10.6,2.0,2.86,1.0,0,680.1,297.0,67.03999999999999
0,0,0,15.3,6.0,4.13,0.0,1,611.2,277.0,65.23
0,0,0,8.9,3.0,2.4,0.0,0,308.65000000000003,229.0,32.474999999999994
0,0,0,9.8,7.0,2.65,2.0,0,449.70000000000005,322.0,42.78
0,0,0,10.6,2.0,2.86,3.5,0,547.0999999999999,219.0,55.57999999999999
0,0,0,10.1,4.0,2.73,0.0,0,496.5,324.0,52.42
0,0,0,11.7,5.0,3.16,3.0,0,480.40000000000003,281.0,46.949999999999996
1,1,24,8.1,4.0,2.19,3.0,0,764.3125,345.0,70.21625
0,0,0,10.1,3.0,2.73,2.0,0,526.9,308.0,52.4
0,1,34,9.6,3.0,2.59,3.5,1,593.7,276.0,53.849999999999994
0,0,0,16.5,7.0,4.46,3.5,0,607.6,318.0,60.02
1,0,0,9.1,10.0,2.46,3.0,0,630.5,276.0,69.67999999999999
0,1,38,7.7,2.0,2.08,1.0,0,712.8,285.0,66.85
0,0,0,11.2,5.0,3.02,2.0,0,559.6,375.0,51.95
0,0,0,9.0,3.0,2.43,3.5,0,616.4000000000001,282.0,59.620000000000005
0,0,0,8.8,5.0,2.38,1.0,0,571.1,268.0,48.96
1,0,0,11.6,8.0,3.13,0.0,0,603.3,306.0,58.83
0,0,0,7.8,4.0,2.11,2.0,0,655.4,333.0,69.14
0,0,0,5.2,4.0,1.4,1.0,0,461.1,332.0,44.1
0,0,0,8.8,3.0,2.38,2.0,0,582.0,295.0,62.23
0,1,33,11.1,3.0,3.0,2.0,1,674.0999999999999,323.0,61.68
0,0,0,10.8,3.0,2.92,0.0,0,603.3,283.0,48.28
0,0,0,6.0,3.0,1.62,2.0,0,567.3,278.0,53.29
0,0,0,17.25,5.0,4.65,1.0,0,501.7,325.0,53.33
1,0,0,11.2,7.0,3.02,2.0,0,687.6,260.0,65.15
0,1,20,12.5,4.0,3.38,2.0,0,558.0999999999999,310.0,53.519999999999996
0,1,22,9.5,4.0,2.57,3.0,0,394.81249999999994,345.0,44.526250000000005
0,0,0,7.1,4.0,1.92,3.0,0,582.8,322.0,53.98
0,0,0,11.5,7.0,3.11,3.5,0,505.1,345.0,55.09
0,1,31,7.5,5.0,2.03,1.0,1,479.5,254.0,55.040000000000006
0,0,0,10.5,4.0,2.84,1.0,0,472.20000000000005,262.0,46.12
0,1,39,10.1,5.0,2.73,1.0,0,669.8000000000001,338.0,71.28
0,0,0,9.0,3.0,2.43,0.0,0,477.2,301.5,47.470000000000006
0,0,0,5.4,7.0,1.46,1.0,0,649.6,290.0,60.21
0,0,0,10.8,7.0,2.92,0.0,0,616.5,313.0,64.64
0,0,0,8.7,6.0,2.35,0.0,0,638.0,287.0,60.730000000000004
1,1,37,7.9,3.0,2.13,1.0,0,772.5999999999999,321.0,74.98
0,0,0,13.2,2.0,3.56,3.5,0,604.0,282.0,56.66
0,0,0,8.3,2.0,2.24,3.5,1,509.1,282.0,43.150000000000006
0,0,0,11.2,2.0,3.02,0.0,0,527.8,324.0,53.849999999999994
0,1,27,11.4,2.0,3.08,2.0,0,592.5,287.0,44.85
0,0,0,9.6,1.0,2.59,1.0,1,758.05,361.0,76.245
0,1,24,14.7,7.0,3.97,1.0,0,628.5999999999999,305.0,61.400000000000006
0,0,0,9.6,7.0,2.59,0.0,1,684.5,267.0,72.55
0,0,0,13.1,5.0,3.54,2.0,0,623.7,227.0,53.0
0,0,0,13.9,1.0,3.75,0.0,1,582.7,281.0,48.63
0,0,0,11.5,4.0,3.11,0.0,0,526.3,365.0,50.17
0,0,0,10.4,6.0,2.81,3.5,0,733.1,301.0,70.23
0,0,0,15.0,4.0,4.05,2.0,0,359.4,264.0,38.589999999999996
0,0,0,8.4,2.0,2.27,3.5,1,715.2,294.0,75.21000000000001
0,1,14,7.5,8.0,2.03,1.0,0,508.8,297.0,45.169999999999995
0,0,0,7.7,3.0,2.08,2.0,0,487.8,291.0,51.96
0,0,0,4.4,4.0,1.19,1.0,0,583.2,344.0,65.41
0,0,0,10.5,4.0,2.84,0.0,0,593.5,284.0,48.59
0,0,0,9.1,3.0,2.46,0.0,0,629.9,329.0,67.99
0,1,30,14.5,5.0,3.92,1.0,0,659.6,304.0,55.21
0,0,0,9.3,7.0,2.51,0.0,0,600.4000000000001,284.0,65.39
0,0,0,12.4,9.0,3.35,1.0,0,604.6,326.0,61.900000000000006
0,0,0,9.2,5.0,2.48,1.0,0,534.2,312.0,45.47
0,0,0,8.4,3.0,2.27,0.0,0,541.1999999999999,285.0,56.27
0,0,0,8.8,3.0,2.38,2.0,0,678.1,384.5,66.61
0,1,31,12.9,4.0,3.48,2.0,0,638.5999999999999,333.0,60.260000000000005
0,1,22,7.8,6.0,2.11,1.0,0,704.6,310.0,71.78
0,0,0,10.2,2.0,2.75,3.0,0,584.9,278.0,58.22
0,0,0,7.3,4.0,1.97,3.0,0,476.8,274.0,41.34
0,0,0,9.6,5.0,2.59,1.0,1,636.5,292.0,71.66000000000001
0,0,0,12.9,4.0,3.48,1.0,0,602.6999999999999,332.0,61.010000000000005
0,0,0,8.8,2.0,2.38,3.0,0,537.0,302.0,42.400000000000006
0,0,0,10.8,2.0,2.92,2.0,0,526.2,291.0,51.279999999999994
0,0,0,10.6,5.0,2.86,3.0,1,629.4000000000001,281.0,59.339999999999996
0,0,0,9.8,1.0,2.65,3.0,0,535.0,373.0,56.02
0,0,0,13.8,4.0,3.73,0.0,0,547.2,340.0,54.28
1,0,0,11.4,3.0,3.08,2.0,0,596.0,336.0,55.019999999999996
0,0,0,7.4,5.0,2.0,1.0,1,450.09999999999997,327.0,37.57
0,0,0,8.9,7.0,2.4,1.0,0,614.2,281.0,59.33
0,0,0,6.4,2.0,1.73,1.0,0,610.7,306.0,55.29
0,0,0,7.3,1.0,1.97,2.0,0,477.8125,321.0,58.01625000000001
0,0,0,6.3,4.0,1.7,3.0,0,461.79999999999995,292.0,50.519999999999996
0,0,0,11.8,2.0,3.19,2.0,0,486.40000000000003,286.0,56.83
0,0,0,8.7,6.0,2.35,2.0,0,604.2,253.0,58.660000000000004
0,1,29,7.5,5.0,2.03,2.0,0,774.2125,363.0,66.27625
0,0,0,7.7,2.0,2.08,2.0,0,528.0,308.0,58.160000000000004
0,0,0,6.1,3.0,1.65,3.0,0,630.7,281.0,66.44999999999999
0,1,31,14.5,4.0,3.92,2.0,0,530.1,341.0,54.94
0,0,0,8.9,5.0,2.4,1.0,0,587.4,258.0,60.010000000000005
1,0,0,9.1,1.0,2.46,2.0,1,463.6,255.0,42.940000000000005
0,0,0,9.3,10.5,2.51,0.0,0,638.9,346.0,62.5
0,0,0,12.6,5.0,3.4,2.0,0,556.1999999999999,319.0,51.72
0,0,0,10.9,5.0,2.94,2.0,1,449.5,310.0,38.03
0,0,0,10.1,9.0,2.73,1.0,0,642.0999999999999,346.0,61.449999999999996
0,1,29,13.8,2.0,3.73,2.0,0,550.1999999999999,300.0,53.440000000000005
0,0,0,7.6,2.0,2.05,3.0,0,610.8,288.0,62.839999999999996
0,1,32,10.5,4.0,2.84,3.0,0,599.1,290.0,62.86
0,1,30,10.8,10.5,2.92,1.0,0,634.2,335.0,62.85
0,0,0,8.0,4.0,2.16,1.0,1,682.8000000000001,298.0,77.6
0,0,0,11.3,2.0,3.05,0.0,0,496.85,343.0,55.385
0,0,0,11.1,6.0,3.0,3.0,0,651.8,254.0,69.34
1,0,0,7.3,2.0,1.97,0.0,1,635.5,332.0,64.52
0,0,0,9.3,3.0,2.51,2.0,0,583.0999999999999,326.0,54.870000000000005
1,0,0,9.2,1.0,2.48,3.5,1,502.8,304.0,49.96
0,0,0,14.7,1.0,3.97,1.0,0,599.4,288.0,56.58
0,1,28,11.5,2.0,3.11,1.0,0,702.6,312.0,67.95
0,0,0,10.6,8.0,2.86,0.0,0,498.29999999999995,219.0,57.87
0,0,0,8.4,8.0,2.27,0.0,1,684.2,293.0,72.63
0,0,0,6.8,1.0,1.84,3.5,1,360.7125000000001,266.0,26.877499999999998
1,0,0,10.7,2.0,2.89,1.0,1,503.4,244.0,46.879999999999995
0,0,0,10.3,3.0,2.78,0.0,0,646.7,341.0,64.88999999999999
0,0,0,11.9,5.0,3.21,1.0,0,628.6,276.0,55.66
0,1,22,5.6,3.0,1.51,2.0,0,524.4,311.0,47.8
0,0,0,14.8,7.0,4.0,0.0,1,747.3,370.0,78.58
0,0,0,11.9,5.0,3.21,1.0,0,479.59999999999997,300.0,39.37
0,1,16,13.1,4.0,3.54,0.0,0,518.8000000000001,329.0,42.699999999999996
0,0,0,11.0,3.0,2.97,0.0,0,581.6,316.0,49.14
0,0,0,12.8,3.0,3.46,2.0,0,533.9,283.0,51.4
0,1,31,13.6,10.5,3.67,3.0,0,737.1,315.0,80.63000000000001
0,0,0,12.8,6.0,3.46,3.0,0,527.5,253.0,51.59
0,0,0,14.9,2.0,4.02,0.0,0,665.0,321.0,66.09
0,0,0,10.3,6.0,2.78,1.0,1,715.7,277.0,68.26
0,0,0,13.1,8.0,3.54,2.0,0,383.8,317.0,37.75
0,0,0,13.6,2.0,3.67,1.0,0,690.2,248.0,66.12
0,0,0,9.9,2.0,2.67,3.0,0,360.3,305.0,35.51
0,1,31,7.7,6.0,2.08,3.0,0,605.9,344.0,49.88
0,0,0,13.7,8.0,3.7,1.0,1,765.9,296.0,75.11999999999999
0,0,0,11.6,3.0,3.13,1.0,0,589.0,295.0,58.529999999999994
0,0,0,12.3,1.0,3.32,3.0,0,493.9,286.0,40.59
1,0,0,8.6,4.0,2.32,1.0,0,601.0,331.0,64.28999999999999
0,0,0,11.5,6.0,3.11,3.5,0,547.2,286.0,58.370000000000005
0,0,0,7.3,9.0,1.97,1.0,0,529.8,327.0,58.050000000000004
0,0,0,6.6,2.0,1.78,1.0,0,606.3,397.0,56.22
0,0,0,8.9,5.0,2.4,1.0,0,620.0,308.0,59.22
0,0,0,8.2,6.0,2.21,1.0,0,487.5,253.0,42.48
0,0,0,4.1,4.0,1.11,3.5,1,514.6,308.0,44.9
0,1,32,8.5,7.0,2.3,0.0,0,586.1,321.0,56.46
0,1,40,11.3,10.0,3.05,0.0,0,736.0,336.0,67.44
0,0,0,4.2,5.0,1.13,3.5,1,772.9000000000001,369.0,75.17
1,1,40,8.9,4.0,2.4,1.0,0,608.5,301.0,56.129999999999995
0,0,0,10.2,2.0,2.75,3.0,0,635.1,357.0,63.11
0,0,0,12.0,2.0,3.24,1.0,0,457.4,343.0,40.11
0,0,0,11.0,1.0,2.97,1.0,0,608.2,311.0,57.24999999999999
0,1,21,8.2,2.0,2.21,2.0,0,533.6,314.0,51.68000000000001
0,0,0,10.1,3.0,2.73,3.0,0,437.4,306.0,32.65
0,1,35,7.1,3.0,1.92,0.0,0,490.20000000000005,350.0,49.620000000000005
0,0,0,15.3,4.0,4.13,1.0,0,611.6999999999999,231.0,60.88
0,0,0,9.3,6.0,2.51,1.0,0,351.0,309.0,35.370000000000005
0,0,0,4.5,10.5,1.22,3.0,1,691.5,278.0,73.14
0,0,0,9.1,8.0,2.46,0.0,0,640.9,326.0,68.77
0,0,0,13.0,4.0,3.51,1.0,0,639.2,292.0,67.92999999999999
0,0,0,12.2,4.0,3.29,0.0,0,496.6,296.0,50.7
1,1,27,11.5,5.0,3.11,3.5,0,547.5,326.0,54.69
0,0,0,7.2,4.0,1.94,1.0,0,394.9125000000001,262.0,29.717499999999994
0,1,19,11.0,4.0,2.97,1.0,0,581.9,268.0,49.11
0,0,0,11.7,2.0,3.16,3.5,0,602.6999999999999,322.0,56.839999999999996
0,0,0,3.25,0.0,0.8899999999999992,3.0,0,505.3,279.0,47.14
0,0,0,5.7,4.0,1.54,1.0,0,674.7,264.0,65.23
0,0,0,10.6,1.0,2.86,0.0,0,475.6,284.0,47.269999999999996
0,1,39,9.5,1.0,2.57,3.0,0,470.6,264.0,40.47
0,0,0,8.8,7.0,2.38,3.5,1,464.5,309.0,42.32
0,0,0,8.9,8.0,2.4,1.0,0,631.1,342.0,54.879999999999995
0,1,31,11.8,2.0,3.19,3.5,1,568.0,294.0,46.089999999999996
0,0,0,11.8,3.0,3.19,1.0,0,479.8,296.0,50.12
0,0,0,12.2,5.0,3.29,1.0,0,634.5999999999999,263.0,57.31
0,0,0,7.7,6.0,2.08,1.0,0,526.9,290.0,52.230000000000004
0,1,24,9.4,4.0,2.54,1.0,0,579.7,259.0,52.400000000000006
0,1,20,9.8,6.0,2.65,0.0,0,624.5999999999999,263.0,57.45
0,0,0,9.7,4.0,2.62,1.0,0,585.7,330.0,55.370000000000005
0,0,0,9.1,1.0,2.46,0.0,0,549.9,298.0,50.71
0,0,0,10.7,7.0,2.89,1.0,0,424.3,257.0,37.11
1,1,37,5.7,7.0,1.54,2.0,0,558.1,286.0,61.82
0,0,0,6.6,10.5,1.78,2.0,0,428.0,300.0,38.14
1,0,0,17.25,3.0,4.65,3.0,1,535.8,263.0,49.66
0,1,20,10.4,7.0,2.81,0.0,0,691.9,293.0,72.88
0,1,31,5.6,1.0,1.51,1.0,0,643.4000000000001,227.0,57.849999999999994
1,1,28,10.4,3.0,2.81,1.0,0,408.20000000000005,380.0,36.74
0,0,0,11.7,5.0,3.16,0.0,0,588.8,298.0,51.89000000000001
0,0,0,4.6,2.0,1.24,2.0,0,573.8,357.0,50.05
0,1,30,9.8,7.0,2.65,2.0,0,618.0999999999999,299.0,50.839999999999996
0,0,0,9.6,6.0,2.59,2.0,0,570.9,293.0,63.91
1,0,0,11.2,5.0,3.02,2.0,0,588.4,332.0,63.13
0,1,38,7.0,7.0,1.89,1.0,0,639.4,293.0,62.870000000000005
0,1,34,7.6,4.0,2.05,1.0,0,689.6,262.0,66.73
0,0,0,11.3,5.0,3.05,1.0,0,618.6,338.0,62.980000000000004
0,0,0,12.2,2.0,3.29,1.0,0,574.1,278.0,61.14
0,1,26,10.8,7.0,2.92,1.0,0,594.7,296.0,64.45
0,0,0,15.1,6.0,4.08,2.0,0,663.9,342.0,64.7
0,0,0,8.6,4.0,2.32,0.0,0,568.6999999999999,362.0,52.4
0,0,0,5.0,10.0,1.35,1.0,0,480.6,281.0,49.06
0,1,40,8.8,2.0,2.38,1.0,0,706.5,343.0,73.61999999999999
0,0,0,8.9,4.0,2.4,3.0,0,644.1,263.0,62.62
0,1,8,9.7,2.0,2.62,1.0,0,729.9124999999999,312.0,67.52625
0,1,28,10.3,2.0,2.78,2.0,0,433.5,232.0,41.9
0,0,0,8.3,2.0,2.24,0.0,0,566.4000000000001,343.0,54.129999999999995
0,0,0,7.8,3.0,2.11,3.5,0,588.9,336.0,63.31
0,0,0,12.7,6.0,3.43,3.5,0,674.1999999999999,234.0,69.44
0,0,0,10.9,9.0,2.94,0.0,0,461.7,291.0,43.9
0,0,0,12.3,3.0,3.32,2.0,0,548.6,324.0,48.849999999999994
0,1,40,8.1,3.0,2.19,2.0,0,574.6,336.0,60.11
0,1,40,14.1,7.0,3.81,2.0,1,607.5,280.0,57.459999999999994
0,0,0,6.6,7.0,1.78,1.0,0,700.2,251.0,58.49
0,0,0,5.9,4.0,1.59,1.0,0,509.1,334.0,44.43
0,0,0,8.6,4.0,2.32,1.0,0,585.3,291.0,51.870000000000005
0,0,0,16.1,8.0,4.35,0.0,0,599.3,260.0,59.21
0,0,0,9.3,3.0,2.51,3.0,0,536.9,315.0,55.19
0,0,0,10.0,6.0,2.7,0.0,0,489.6,274.0,37.55
0,0,0,8.1,4.0,2.19,2.0,0,490.9,340.0,55.34
0,0,0,7.6,6.0,2.05,1.0,0,595.9000000000001,238.0,55.05
0,0,0,5.1,3.0,1.38,0.0,0,467.4,295.0,37.74
0,1,27,15.0,1.0,4.05,0.0,0,555.9000000000001,273.0,58.89
0,1,40,5.9,3.0,1.59,1.0,0,460.3,289.0,52.120000000000005
1,0,0,12.0,7.0,3.24,1.0,1,702.1000000000001,271.0,76.30000000000001
1,0,0,10.3,4.0,2.78,1.0,0,654.6,315.0,70.0
0,0,0,16.3,6.0,4.4,0.0,0,519.1,239.0,43.730000000000004
0,0,0,15.8,7.0,4.27,3.0,0,356.3,326.0,32.41
0,1,35,5.9,4.0,1.59,0.0,0,610.2,254.0,59.6
0,0,0,9.8,5.0,2.65,1.0,0,661.3,329.0,62.74999999999999
0,0,0,9.7,7.0,2.62,2.0,0,649.5,308.0,68.91999999999999
0,1,16,8.9,2.0,2.4,1.0,0,712.1999999999999,295.0,63.17
0,1,34,14.8,9.0,4.0,2.0,0,527.4,309.0,54.61
0,0,0,9.4,4.0,2.54,3.0,0,543.0,313.0,58.839999999999996
1,0,0,10.0,3.0,2.7,1.0,0,679.7,296.0,66.37
1,0,0,12.9,2.0,3.48,3.0,1,557.3000000000001,318.0,49.06
0,0,0,15.4,3.0,4.16,1.0,0,493.8,336.0,45.61000000000001
0,0,0,9.7,2.0,2.62,0.0,0,611.6,271.0,53.1
0,1,40,11.1,2.0,3.0,0.0,0,698.7,273.0,69.23
0,0,0,11.8,2.0,3.19,2.0,0,562.4000000000001,331.0,45.089999999999996
0,0,0,7.0,2.0,1.89,1.0,0,704.1,280.0,68.06
0,0,0,12.8,3.0,3.46,1.0,0,590.3,331.0,57.84
0,0,0,9.7,5.0,2.62,1.0,0,677.4,291.0,70.06
0,0,0,4.9,10.0,1.32,2.0,0,613.5999999999999,308.0,62.09
0,1,32,10.8,4.0,2.92,0.0,0,676.3,317.0,68.77
0,1,36,11.7,6.0,3.16,3.0,0,607.5,305.0,51.290000000000006
0,0,0,10.6,5.0,2.86,1.0,0,510.2,302.0,52.59
0,0,0,11.5,1.0,3.11,3.0,0,569.5999999999999,300.0,50.78000000000001
0,0,0,12.2,6.0,3.29,1.0,0,610.5,291.0,59.89
0,0,0,12.7,2.0,3.43,0.0,0,565.8,294.0,63.830000000000005
0,1,40,5.9,4.0,1.59,3.5,0,611.5,299.0,63.080000000000005
0,0,0,8.5,3.0,2.3,2.0,0,654.5,386.0,57.49
0,0,0,10.7,3.0,2.89,2.0,0,668.6,265.0,68.35
0,0,0,12.0,6.0,3.24,1.0,0,605.8,342.0,58.72
0,0,0,6.6,5.0,1.78,3.0,0,679.2,282.0,60.6
0,1,40,9.2,3.0,2.48,3.0,0,623.6,308.0,64.77000000000001
0,0,0,8.6,2.0,2.32,1.0,0,657.4,270.0,70.00999999999999
0,0,0,6.7,6.0,1.81,1.0,0,674.1,277.0,67.22
0,1,14,4.2,1.0,1.13,1.0,0,486.91249999999997,294.0,55.666250000000005
0,0,0,12.0,2.0,3.24,2.0,0,654.3,324.0,66.97
0,0,0,7.0,3.0,1.89,1.0,0,655.0,327.0,58.769999999999996
0,0,0,12.4,2.0,3.35,1.0,0,601.4,285.0,60.96
0,0,0,11.3,5.0,3.05,2.0,0,545.9,299.0,50.129999999999995
0,0,0,8.9,3.0,2.4,2.0,0,600.2,309.0,58.300000000000004
0,1,35,9.5,7.0,2.57,2.0,0,558.1,342.0,53.290000000000006
0,0,0,9.7,2.0,2.62,3.0,0,639.4,214.0,60.239999999999995
0,0,0,5.6,4.0,1.51,1.0,0,595.3,308.0,53.66
0,0,0,11.4,3.0,3.08,2.0,0,524.3,298.0,45.86
0,0,0,13.1,6.0,3.54,1.0,0,432.5,301.0,39.43
0,0,0,9.0,2.0,2.43,0.0,0,573.8,319.0,49.88
0,0,0,4.5,4.0,1.22,0.0,1,593.4,311.0,61.3
0,0,0,10.6,2.0,2.86,3.0,0,553.6,299.0,51.129999999999995
0,0,0,8.0,6.0,2.16,1.0,1,748.9,339.0,75.0
1,0,0,9.6,4.0,2.59,3.5,1,400.0,313.0,31.259999999999998
0,1,18,11.5,7.0,3.11,0.0,1,492.3,280.0,47.73
1,0,0,13.9,5.0,3.75,2.0,1,720.3,278.0,71.73
0,0,0,12.0,8.0,3.24,2.0,0,645.9000000000001,272.0,64.3
0,0,0,8.9,5.0,2.4,0.0,0,480.1,290.0,37.92
0,0,0,13.7,3.0,3.7,3.5,1,350.9,313.0,27.130000000000003
1,0,0,10.7,5.0,2.89,0.0,0,499.0,329.0,57.160000000000004
1,0,0,11.9,3.0,3.21,0.0,0,697.0999999999999,338.0,68.26
0,0,0,12.7,6.0,3.43,1.0,0,586.3,259.0,56.81
0,0,0,8.2,2.0,2.21,1.0,0,510.4,273.0,51.54
0,0,0,10.3,5.0,2.78,1.0,0,612.3,318.0,68.32000000000001
0,0,0,14.4,3.0,3.89,1.0,0,519.9000000000001,344.0,43.89
0,0,0,11.4,2.0,3.08,2.0,0,384.6,314.0,32.629999999999995
0,0,0,8.7,3.0,2.35,0.0,1,649.1,308.0,60.83
0,0,0,16.4,3.0,4.43,2.0,0,474.2,275.0,47.449999999999996
0,0,0,11.3,7.0,3.05,0.0,0,661.2,258.0,65.57
0,0,0,13.3,10.0,3.59,1.0,0,593.5,261.0,61.65
0,1,22,8.6,5.0,2.32,2.0,0,549.1,316.0,55.870000000000005
0,0,0,9.6,2.0,2.59,0.0,0,685.3,371.0,63.03
0,1,32,13.5,5.0,3.65,2.0,0,666.6999999999999,232.0,56.150000000000006
0,1,34,14.8,4.0,4.0,2.0,0,596.6,280.0,49.269999999999996
0,0,0,5.9,3.0,1.59,2.0,0,634.2,313.0,65.6
0,0,0,8.9,4.0,2.4,0.0,0,567.0,301.0,54.75
0,0,0,10.0,2.0,2.7,2.0,0,563.0999999999999,257.0,52.35000000000001
0,0,0,12.9,1.0,3.48,0.0,0,527.8,299.0,52.81
0,1,39,7.3,4.0,1.97,1.0,0,536.3,291.0,55.959999999999994
0,0,0,3.25,0.0,0.8899999999999992,1.0,0,582.1,255.0,46.22
0,0,0,10.8,5.0,2.92,0.0,0,444.7,352.0,40.81
0,1,38,9.5,10.0,2.57,2.0,0,643.6,239.0,66.44
0,0,0,15.6,10.5,4.21,0.0,0,592.2,314.0,46.449999999999996
0,1,27,11.4,2.0,3.08,1.0,0,583.3,291.0,50.6
0,1,31,11.5,3.0,3.11,0.0,0,600.5,298.0,58.36
0,0,0,17.25,3.0,4.65,2.0,0,603.5,297.0,54.28
0,0,0,6.1,4.0,1.65,1.0,0,590.1,300.0,62.44
0,0,0,10.1,9.0,2.73,1.0,0,604.4,260.0,54.34
0,1,14,11.6,1.0,3.13,1.0,0,534.7,267.0,48.75
1,1,40,12.7,4.0,3.43,1.0,0,652.0,269.0,66.38
0,1,35,8.5,2.0,2.3,1.0,0,504.1,298.0,48.959999999999994
0,0,0,10.4,6.0,2.81,3.0,0,496.0,247.0,45.36
0,0,0,10.2,10.0,2.75,1.0,0,562.4,371.0,55.559999999999995
0,0,0,8.8,5.0,2.38,2.0,0,519.3000000000001,276.0,50.22
0,1,38,16.5,4.0,4.46,2.0,0,435.4,288.0,50.4
0,1,29,10.6,6.0,2.86,0.0,0,733.4000000000001,312.0,76.44000000000001
0,1,34,5.6,10.5,1.51,1.0,0,581.5,294.0,58.58
0,0,0,9.0,2.0,2.43,1.0,0,542.0,283.0,48.019999999999996
